mae,rmse,mape,r2,model,test_cell,n_train,n_test,feature_set
0.0018718987150811346,0.0026107750914287835,0.2016009554203248,0.9893115019186638,Ridge,F,60,12,capacity_with_delta
0.002807801796580911,0.0031936474471171063,0.30529975698801487,0.9840061983346432,RandomForest,F,60,12,capacity_with_delta
0.002564610178594273,0.003104486264000033,0.27701511355007563,0.9848867715306661,GradientBoosting,F,60,12,capacity_with_delta
0.002740042851927212,0.0032362877025547032,0.29006669807533597,0.9791028960686946,LinearRegression,A,60,12,soh_only
0.002662816562485663,0.003163479655500577,0.2815527399218679,0.9800325802163281,Ridge,A,60,12,soh_only
0.0018233928818929823,0.0021713053364052727,0.19683503731178398,0.9905933787864081,RandomForest,A,60,12,soh_only
0.002254078735189994,0.0025015240627583447,0.2421014090740291,0.9875146354821256,GradientBoosting,A,60,12,soh_only
0.002337601573075785,0.002904407143800945,0.25239554495227673,0.9884063551300055,LinearRegression,B,60,12,soh_only
0.002476969141958394,0.0030510657743622275,0.26780970445863406,0.9872059471327653,Ridge,B,60,12,soh_only
0.002834539292836271,0.0031820409368501982,0.30552596034898527,0.9860839325315599,RandomForest,B,60,12,soh_only
0.00331952899248103,0.0036305813297952145,0.35799375826457924,0.9818842073776327,GradientBoosting,B,60,12,soh_only
0.003662501325935578,0.0039266280754169745,0.3872585791881383,0.956263539324931,LinearRegression,C,60,12,soh_only
0.003660989195644495,0.003992364265057997,0.3869871801220861,0.9547868859914259,Ridge,C,60,12,soh_only
0.0023965173418103816,0.0028090721043927346,0.255154536311419,0.9776164031908853,RandomForest,C,60,12,soh_only
0.0026924263544359783,0.0030457813914673477,0.28633560101884187,0.973685110036491,GradientBoosting,C,60,12,soh_only
0.002864195218894842,0.003692913760035076,0.30039076102679163,0.9742339282140017,LinearRegression,D,60,12,soh_only
0.0029424785258268804,0.0038242736092553476,0.3087218809551396,0.9723682879866226,Ridge,D,60,12,soh_only
0.001972472825289682,0.002255926943486984,0.20921773051200632,0.9903847641068143,RandomForest,D,60,12,soh_only
0.0019462995791123816,0.0023930382633598757,0.20743476353441084,0.9891804507909047,GradientBoosting,D,60,12,soh_only
0.002263844254976601,0.003804000314959518,0.24209301959330146,0.9724643249182946,LinearRegression,E,60,12,soh_only
0.002423613195599398,0.0037583104972770186,0.25989885919617317,0.9731218140646083,Ridge,E,60,12,soh_only
0.001807067236979672,0.0024448094750154524,0.19510224022633765,0.988626223759478,RandomForest,E,60,12,soh_only
0.002291854358181291,0.0027965210237102995,0.24721832256532275,0.9851183592183673,GradientBoosting,E,60,12,soh_only
0.002790725671909494,0.0039335405558347785,0.3006530204014551,0.9757369704638925,LinearRegression,F,60,12,soh_only
0.002929653258804519,0.003957474168645129,0.3169474462318404,0.9754408155949181,Ridge,F,60,12,soh_only
