model,mae,rmse,mape,r2
GradientBoosting,0.007169268045320608,0.00795150099511571,0.7790245182172227,0.7251499232455904
RandomForest,0.0074537017750255785,0.008258433390329563,0.8095123194496959,0.6687839251486442
Ridge,0.010261634759948254,0.01128779179086716,1.1116262846071747,0.43244292536000173
LinearRegression,0.012415191549813869,0.013627087868639998,1.3500458653289906,0.1584865295686679
