model,mae,rmse,mape,r2
GradientBoosting,0.005978408065232932,0.006948601638500041,0.6478843742244623,0.8852367207136288
RandomForest,0.006907993444752493,0.007758769922869095,0.7469207581074139,0.8492120793458259
Ridge,0.009006489082912836,0.010227949096683623,0.9717682190210785,0.7527769170715667
LinearRegression,0.014807821811533034,0.01719516087024123,1.6080279233117316,0.1959037950207646
