model,mae,rmse,mape,r2
RandomForest,0.008560061248071571,0.008560061248071571,0.947882572177639,
GradientBoosting,0.008655116993705544,0.008655116993705544,0.9559541368327671,
Ridge,0.011447145634039516,0.011447145634039516,1.2674795357171982,
LinearRegression,0.011470690378172554,0.011470690378172554,1.270303595580858,
