model,mae,rmse,mape,r2
GradientBoosting,0.005491167984686465,0.006375894701679495,0.596836835378614,0.8372389550601335
RandomForest,0.00567961615053569,0.00659340147171487,0.6160732085524787,0.8256209397676612
LinearRegression,0.007147296214667917,0.00840524866777558,0.776849261287215,0.6564717656843171
Ridge,0.007761536593142036,0.00875568692200234,0.83974040265673,0.610595618030981
