mae,rmse,mape,r2,model,test_cell,n_train,n_test
0.0010808722828706263,0.0016885036490982043,0.11867741894992342,0.0,LinearRegression,A,20,4
0.005528551778644475,0.005624002756394347,0.6070229258520707,0.0,Ridge,A,20,4
0.010575782018337726,0.010749993454740451,1.1611977966351104,0.0,RandomForest,A,20,4
0.012194163583323786,0.012561016655960178,1.338892562291038,0.0,GradientBoosting,A,20,4
0.04722906596585025,0.05196642379103248,5.27161991054027,0.0,LinearRegression,B,20,4
0.019693145933996542,0.019697937492622327,2.1981120753456427,0.0,Ridge,B,20,4
0.015511086080581465,0.015518415523863625,1.7313183850728997,0.0,RandomForest,B,20,4
0.014362385918518739,0.014372817154283719,1.6031026238306756,0.0,GradientBoosting,B,20,4
0.023442210675702263,0.024074303612068245,2.5533537003765843,0.0,LinearRegression,C,20,4
0.01722578935000088,0.01727128856020325,1.8762536344032188,0.0,Ridge,C,20,4
0.009885759962891427,0.009930211285410152,1.0767688308699723,0.0,RandomForest,C,20,4
0.00821190109215611,0.00821750049529886,0.8944501152579619,0.0,GradientBoosting,C,20,4
0.02366856230297748,0.026790421563613477,2.6008734332562766,0.0,LinearRegression,D,20,4
0.030814869228015518,0.03764131026140896,3.3861615124096356,0.0,Ridge,D,20,4
0.005038497324222263,0.0051927605906216786,0.5536666598652673,0.0,RandomForest,D,20,4
0.007747090990735145,0.0077681280899254065,0.8513065933154436,0.0,GradientBoosting,D,20,4
0.011948456877551056,0.015161536422785319,1.3354963305241743,0.0,LinearRegression,E,20,4
0.004943033928018092,0.0050201090179666135,0.5524900612837693,0.0,Ridge,E,20,4
0.0010667005730696233,0.001173471731144879,0.11922666798748119,0.0,RandomForest,E,20,4
0.0028070888963354357,0.002889746862419382,0.3137523915372318,0.0,GradientBoosting,E,20,4
0.01894609090619745,0.02245129673852225,2.124854884376414,0.0,LinearRegression,F,20,4
0.009701360309799872,0.009767816149451417,1.0880335654164262,0.0,Ridge,F,20,4
0.0061909001005677755,0.006319047517989115,0.6943260423750431,0.0,RandomForest,F,20,4
0.0022128776257874516,0.0024921144856639224,0.2481801578468973,0.0,GradientBoosting,F,20,4
